Row Number,Customer ID,First Name,State,Gender,Age,Salary,Credit Score,Tenure,Balance,HasCrCard,Card Type,HasLoan,HasFD,Num Of Products,IsActiveMember,Exited,Complain,Count of Complains,Satisfaction Score,Point Earned,Preferred Channel
8919,DL08919,Meera,Delhi,Female,42,174000,657,5,194350.96,0,Not Applicable,0,1,1,1,0,1,15,8,50,Phone
8920,MH08920,Dinesh,Maharashtra,Male,36,93000,650,8,0,0,Not Applicable,0,1,1,1,0,1,24,6,12,Mobile
8921,MH08921,Ishita,Maharashtra,Female,59,178000,646,2,132019.99,0,Not Applicable,0,1,1,1,0,1,11,5,28,Branch
8922,KA08922,Payal,Karnataka,Female,54,137000,704,10,60661.51,1,Silver,0,1,2,1,0,0,0,5,100,Phone
8923,TN08923,Tanisha,Tamil Nadu,Female,43,183000,751,2,125765.1,0,Not Applicable,1,1,2,1,0,1,19,5,12,Mobile
8924,MH08924,Saanvi,Maharashtra,Female,44,177000,692,3,204516.39,1,Platinum,0,0,1,1,0,0,0,10,150,Mobile
8925,MH08925,Vivaan,Maharashtra,Male,56,26000,506,3,0,1,Platinum,0,0,1,0,1,1,27,5,0,Mobile
8926,KA08926,Komal,Karnataka,Female,25,153000,694,6,0,1,Platinum,0,0,1,1,0,0,0,7,120,Mobile
8927,TN08927,Shreya,Tamil Nadu,Female,46,88000,652,8,77342.33,1,Gold,0,1,2,1,0,0,0,4,90,Phone
8928,WB08928,Nitya,West Bengal,Female,45,80000,729,5,168412.04,0,Not Applicable,0,0,0,1,0,0,0,9,140,Email
8929,KA08929,Arjun,Karnataka,Male,54,31000,748,2,0,1,Gold,1,1,3,1,0,0,0,7,120,Mobile
8930,DL08930,Aditi,Delhi,Female,42,198000,627,6,80216.02,1,Gold,1,1,3,1,0,0,0,8,130,Email
8931,TN08931,Tina,Tamil Nadu,Female,58,190000,727,2,238665.57,1,Gold,0,0,1,1,0,1,22,7,26,Phone
8932,KA08932,Rekha,Karnataka,Female,54,135000,707,5,132825.46,1,Platinum,0,1,2,1,0,0,0,8,130,Phone
8933,MH08933,Sheetal,Maharashtra,Female,56,163000,490,4,38845.13,1,Silver,1,0,2,0,1,0,0,8,210,Branch
8934,TN08934,Suraj,Tamil Nadu,Male,29,65000,698,1,30289.31,1,Platinum,1,1,3,1,0,0,0,6,110,Email
8935,KA08935,Kunal,Karnataka,Male,35,166000,717,3,28794.25,1,Gold,1,0,2,1,0,1,21,10,58,Mobile
8936,WB08936,Suresh,West Bengal,Male,44,49000,693,9,147299.55,1,Platinum,0,1,2,1,0,0,0,10,150,Mobile
8937,TN08937,Anirudh,Tamil Nadu,Male,42,49000,702,4,13524.3,1,Platinum,1,0,2,1,0,0,0,9,140,Email
8938,MH08938,Nandini,Maharashtra,Female,41,82000,704,2,225026.33,1,Platinum,0,0,1,1,0,0,0,6,110,Mobile
8939,TN08939,Nikhil,Tamil Nadu,Male,53,168000,780,9,40412.37,1,Silver,0,0,1,1,0,0,0,6,110,Mobile
8940,MH08940,Kunal,Maharashtra,Male,31,115000,709,1,73733.16,1,Silver,0,1,2,1,0,1,14,6,32,Branch
8941,MH08941,Yash,Maharashtra,Male,70,179000,525,6,21311.59,0,Not Applicable,1,0,1,1,1,1,12,4,16,Phone
8942,MH08942,Sanjay,Maharashtra,Male,52,176000,678,5,184391.91,1,Silver,0,1,2,1,0,0,0,7,120,Branch
8943,TN08943,Rohan,Tamil Nadu,Male,35,112000,766,2,187846.67,0,Not Applicable,0,0,0,1,0,0,0,4,90,Email
8944,TN08944,Neha,Tamil Nadu,Female,52,183000,755,2,169688.37,1,Platinum,0,0,1,1,0,0,0,7,120,Mobile
8945,DL08945,Simran,Delhi,Female,30,42000,639,4,132776.73,1,Gold,0,1,2,1,0,1,6,7,58,Mobile
8946,MH08946,Meera,Maharashtra,Female,52,114000,643,10,97593.36,0,Not Applicable,0,1,1,1,0,0,0,7,120,Email
8947,MH08947,Ritik,Maharashtra,Male,79,12000,506,6,6317.65,1,Platinum,0,1,2,0,1,1,30,1,0,Mobile
8948,KA08948,Nandini,Karnataka,Female,56,183000,669,1,168487.16,1,Platinum,1,0,2,1,0,0,0,10,150,Mobile
8949,TN08949,Suresh,Tamil Nadu,Male,59,155000,708,5,156508.14,1,Platinum,1,0,2,1,0,0,0,8,130,Phone
8950,KA08950,Anirudh,Karnataka,Male,42,110000,690,5,150458.08,1,Platinum,0,0,1,1,0,0,0,9,140,Mobile
8951,MH08951,Vikas,Maharashtra,Male,42,136000,741,6,13567.3,1,Gold,1,1,3,1,0,0,0,6,110,Mobile
8952,KA08952,Yash,Karnataka,Male,38,188000,686,10,30624.51,1,Gold,0,0,1,1,0,0,0,6,110,Phone
8953,KA08953,Jhanvi,Karnataka,Female,37,116000,753,10,51521.82,1,Gold,0,1,2,1,0,1,23,9,44,Phone
8954,TN08954,Rashmi,Tamil Nadu,Female,26,40000,700,8,36753.79,0,Not Applicable,1,1,2,1,0,0,0,10,150,Mobile
8955,TN08955,Suraj,Tamil Nadu,Male,37,31000,736,4,109455.18,0,Not Applicable,0,1,1,1,0,1,29,4,0,Mobile
8956,TN08956,Komal,Tamil Nadu,Female,36,74000,686,2,94575.52,0,Not Applicable,0,1,1,1,0,0,0,9,140,Mobile
8957,MH08957,Ishita,Maharashtra,Female,25,103000,714,6,208300.7,1,Silver,1,1,3,1,0,0,0,7,120,Mobile
8958,MH08958,Sonia,Maharashtra,Female,35,110000,741,4,13317.29,1,Platinum,0,0,1,1,0,0,0,10,150,Email
8959,WB08959,Kartik,West Bengal,Male,49,92000,668,10,115541.8,1,Platinum,0,0,1,1,0,0,0,6,110,Mobile
8960,DL08960,Manish,Delhi,Male,55,168000,738,2,114263.06,0,Not Applicable,0,1,1,1,0,1,24,7,22,Mobile
8961,WB08961,Gopal,West Bengal,Male,71,79000,555,1,0,1,Platinum,0,0,1,0,1,0,0,7,120,Email
8962,WB08962,Mohan,West Bengal,Male,60,194000,532,4,0,1,Silver,0,0,1,0,1,0,0,6,110,Mobile
8963,MH08963,Om,Maharashtra,Male,33,87000,647,5,113332.24,1,Gold,1,0,2,1,0,1,17,7,36,Phone
8964,WB08964,Vikas,West Bengal,Male,54,199000,628,1,86252.3,1,Gold,0,0,1,1,0,0,0,7,120,Branch
8965,MH08965,Sandeep,Maharashtra,Male,44,168000,689,1,101294.23,1,Gold,0,0,1,1,0,0,0,8,130,Branch
8966,DL08966,Pooja,Delhi,Female,74,133000,458,1,31530.47,1,Platinum,0,0,1,1,1,0,0,4,90,Phone
8967,KA08967,Divya,Karnataka,Female,47,54000,690,5,191989.19,1,Gold,1,0,2,1,0,0,0,7,120,Branch
8968,MH08968,Yogesh,Maharashtra,Male,53,145000,600,1,188692.4,1,Platinum,0,1,2,1,0,1,26,4,0,Email
8969,TN08969,Anirudh,Tamil Nadu,Male,51,119000,675,7,135239.11,0,Not Applicable,0,1,1,1,0,1,5,4,30,Mobile
8970,WB08970,Rajesh,West Bengal,Male,39,108000,644,3,47290.61,1,Gold,0,1,2,1,0,0,0,4,90,Branch
8971,TN08971,Ravi,Tamil Nadu,Male,38,183000,768,6,137701.37,1,Gold,0,0,1,1,0,0,0,4,90,Email
8972,WB08972,Charvi,West Bengal,Female,66,28000,539,9,24707.92,1,Platinum,0,1,2,0,1,1,30,6,60,Phone
8973,KA08973,Vaishnavi,Karnataka,Female,44,185000,649,2,206010.31,1,Gold,1,1,3,1,0,0,0,5,100,Mobile
8974,MH08974,Swati,Maharashtra,Female,57,144000,708,8,154997.29,0,Not Applicable,0,1,1,1,0,0,0,5,100,Mobile
8975,DL08975,Pooja,Delhi,Female,45,193000,743,4,38886.82,1,Silver,1,1,3,1,0,1,15,6,30,Email
8976,DL08976,Diya,Delhi,Female,43,108000,746,10,20287.81,1,Silver,1,1,3,1,0,0,0,5,100,Mobile
8977,KA08977,Ritika,Karnataka,Female,55,44000,706,5,71303.34,1,Gold,0,0,1,1,0,0,0,7,120,Email
8978,MH08978,Suman,Maharashtra,Female,43,36000,600,2,0,1,Gold,0,1,2,1,0,0,0,6,110,Mobile
8979,MH08979,Vihaan,Maharashtra,Male,50,54000,475,3,0,1,Gold,1,1,3,0,1,0,0,2,110,Phone
8980,KA08980,Charvi,Karnataka,Female,56,182000,582,1,5992.06,1,Platinum,0,0,1,1,1,0,0,4,90,Branch
8981,MH08981,Pooja,Maharashtra,Female,36,99000,704,10,61242.44,1,Platinum,0,0,1,1,0,0,0,7,120,Branch
8982,MH08982,Rohan,Maharashtra,Male,28,48000,693,6,44980.05,1,Platinum,1,1,3,1,0,0,0,7,120,Mobile
8983,DL08983,Divya,Delhi,Female,61,138000,470,6,33429.13,1,Silver,1,0,2,0,1,1,30,4,20,Branch
8984,KA08984,Mohan,Karnataka,Male,60,170000,795,10,131820.57,0,Not Applicable,1,0,1,1,0,0,0,7,120,Phone
8985,MH08985,Suresh,Maharashtra,Male,59,196000,622,2,193743.06,1,Silver,0,1,2,1,0,0,0,4,90,Phone
8986,MH08986,Neel,Maharashtra,Male,34,90000,742,5,188536.78,1,Gold,0,1,2,1,0,0,0,6,110,Phone
8987,DL08987,Madhuri,Delhi,Female,28,84000,624,2,200259.44,1,Gold,1,0,2,1,0,0,0,7,120,Mobile
8988,MH08988,Amit,Maharashtra,Male,37,184000,690,2,58476.08,1,Platinum,0,0,1,1,0,0,0,5,100,Phone
8989,TN08989,Simran,Tamil Nadu,Female,51,30000,587,1,41209.2,1,Platinum,0,0,1,0,1,0,0,6,110,Mobile
8990,TN08990,Esha,Tamil Nadu,Female,50,14000,490,6,26452.76,0,Not Applicable,1,0,1,1,1,0,0,3,80,Mobile
8991,TN08991,Ankit,Tamil Nadu,Male,36,57000,702,2,233308.63,0,Not Applicable,0,1,1,1,0,0,0,6,110,Mobile
8992,MH08992,Saanvi,Maharashtra,Female,32,54000,651,8,123508.32,1,Gold,0,1,2,1,0,0,0,7,120,Email
8993,MH08993,Sunita,Maharashtra,Female,37,170000,765,1,100306.1,0,Not Applicable,0,1,1,1,0,1,23,4,0,Email
8994,MH08994,Alka,Maharashtra,Female,43,181000,708,1,216514.74,1,Gold,1,0,2,1,0,0,0,4,90,Email
8995,TN08995,Neel,Tamil Nadu,Male,57,93000,665,4,233423,1,Silver,0,1,2,1,0,0,0,4,90,Mobile
8996,DL08996,Vijay,Delhi,Male,37,98000,721,5,95702.03,1,Silver,0,1,2,1,0,0,0,5,100,Phone
8997,MH08997,Pankaj,Maharashtra,Male,28,193000,671,7,211269.8,1,Platinum,0,0,1,1,0,0,0,6,110,Mobile
8998,WB08998,Simran,West Bengal,Female,60,65000,598,3,0,1,Silver,0,1,2,0,1,1,30,3,0,Branch
8999,MH08999,Sai,Maharashtra,Male,56,134000,699,3,165597.04,1,Silver,0,1,2,1,0,0,0,6,110,Mobile
9000,DL09000,Pallavi,Delhi,Female,38,171000,709,10,230180.38,1,Platinum,0,0,1,1,0,0,0,7,120,Mobile
9001,TN09001,Rahul,Tamil Nadu,Male,28,140000,646,4,50337.39,1,Gold,0,0,1,1,0,0,0,9,140,Email
9002,KA09002,Prakash,Karnataka,Male,29,198000,766,6,194410.61,1,Gold,0,1,2,1,0,0,0,9,140,Mobile
9003,TN09003,Manish,Tamil Nadu,Male,58,69000,698,1,80578.78,1,Platinum,1,1,3,1,0,0,0,5,100,Phone
9004,DL09004,Sheetal,Delhi,Female,28,132000,703,2,140520.48,0,Not Applicable,0,0,0,1,0,0,0,6,110,Mobile
9005,MH09005,Sumit,Maharashtra,Male,41,97000,669,1,133285.85,1,Platinum,0,1,2,1,0,0,0,4,90,Phone
9006,TN09006,Divya,Tamil Nadu,Female,48,76000,695,1,234674,1,Platinum,0,1,2,1,0,0,0,4,90,Branch
9007,DL09007,Harsh,Delhi,Male,41,89000,668,2,170262.04,1,Gold,0,0,1,1,0,0,0,5,100,Phone
9008,MH09008,Aarav,Maharashtra,Male,78,200000,437,4,26271.2,1,Silver,0,0,1,0,1,0,0,2,70,Phone
9009,KA09009,Yogesh,Karnataka,Male,30,61000,600,6,214353.89,1,Silver,0,0,1,1,0,1,10,9,70,Mobile
9010,DL09010,Naveen,Delhi,Male,27,118000,605,2,24460.25,1,Gold,0,0,1,1,0,0,0,4,90,Mobile
9011,KA09011,Nandini,Karnataka,Female,45,87000,762,2,141255.24,1,Silver,0,0,1,1,0,1,4,9,140,Branch
9012,MH09012,Ritik,Maharashtra,Male,66,115000,527,1,0,1,Platinum,1,0,2,0,1,0,0,8,210,Phone
9013,MH09013,Ritik,Maharashtra,Male,58,195000,701,1,78048.96,1,Silver,0,1,2,1,0,0,0,7,120,Mobile
9014,TN09014,Kunal,Tamil Nadu,Male,26,56000,742,5,139981.74,0,Not Applicable,1,0,1,1,0,0,0,7,120,Mobile
9015,DL09015,Naveen,Delhi,Male,60,41000,789,2,166918.8,1,Silver,0,0,1,1,0,0,0,9,140,Mobile
9016,MH09016,Sheetal,Maharashtra,Female,29,100000,649,6,165991.62,1,Gold,0,1,2,1,0,0,0,4,90,Mobile
9017,DL09017,Yash,Delhi,Male,57,160000,600,3,8265.34,1,Silver,0,0,1,0,1,1,15,2,0,Email
9018,KA09018,Suraj,Karnataka,Male,42,193000,655,2,182691.81,0,Not Applicable,0,1,1,1,0,0,0,5,100,Mobile
9019,TN09019,Riya,Tamil Nadu,Female,55,98000,744,1,232447.97,1,Gold,0,1,2,1,0,1,28,9,34,Mobile
9020,KA09020,Vijay,Karnataka,Male,54,80000,663,8,69333.22,1,Platinum,0,1,2,1,0,0,0,8,130,Mobile
9021,MH09021,Aarav,Maharashtra,Male,50,55000,667,2,249972.45,0,Not Applicable,0,1,1,1,0,0,0,5,100,Branch
9022,MH09022,Suresh,Maharashtra,Male,50,144000,706,10,199479.57,1,Silver,0,0,1,1,0,0,0,4,90,Email
9023,DL09023,Aditya,Delhi,Male,52,148000,678,2,151305.46,1,Silver,0,0,1,1,0,0,0,4,90,Mobile
9024,KA09024,Aditya,Karnataka,Male,65,96000,600,5,0,1,Silver,0,0,1,0,1,1,19,1,0,Phone
9025,KA09025,Sumit,Karnataka,Male,49,71000,645,10,114634.85,1,Silver,0,0,1,1,0,0,0,5,100,Phone
9026,KA09026,Tina,Karnataka,Female,55,177000,674,5,221674.14,0,Not Applicable,1,1,2,1,0,0,0,7,120,Branch
9027,MH09027,Sanjay,Maharashtra,Male,53,192000,653,2,41895.93,1,Gold,1,1,3,1,0,0,0,7,120,Branch
9028,MH09028,Ashok,Maharashtra,Male,47,131000,677,5,164223.03,1,Silver,0,0,1,1,0,0,0,7,120,Phone
9029,DL09029,Diya,Delhi,Female,28,132000,746,8,32799.64,1,Platinum,0,1,2,1,0,0,0,6,110,Mobile
9030,KA09030,Naveen,Karnataka,Male,39,186000,614,2,91156.59,1,Gold,0,0,1,1,0,0,0,4,90,Mobile
9031,TN09031,Sneha,Tamil Nadu,Female,51,37000,484,8,17982.05,1,Silver,0,0,1,0,1,1,22,6,16,Email
9032,KA09032,Kavita,Karnataka,Female,62,31000,572,5,0,1,Silver,0,0,1,0,1,1,30,3,0,Mobile
9033,KA09033,Sumit,Karnataka,Male,30,80000,685,2,78357.44,1,Silver,0,1,2,1,0,0,0,4,90,Phone
9034,KA09034,Ritika,Karnataka,Female,60,120000,729,7,0,1,Silver,0,0,1,1,0,0,0,4,90,Email
9035,TN09035,Krishna,Tamil Nadu,Male,54,68000,600,3,0,0,Not Applicable,1,0,1,0,1,1,29,5,0,Mobile
9036,KA09036,Rekha,Karnataka,Female,48,149000,662,8,88209.15,1,Silver,0,1,2,1,0,0,0,8,130,Email
9037,MH09037,Prakash,Maharashtra,Male,57,151000,678,2,230586.57,1,Gold,0,0,1,1,0,0,0,4,90,Phone
9038,DL09038,Aditi,Delhi,Female,41,161000,684,5,23428.91,1,Gold,0,0,1,1,0,1,16,10,68,Email
9039,MH09039,Sai,Maharashtra,Male,32,42000,683,4,0,1,Gold,0,1,2,1,0,0,0,6,110,Mobile
9040,TN09040,Pankaj,Tamil Nadu,Male,40,117000,705,2,194874.58,1,Silver,0,1,2,1,0,0,0,7,120,Phone
9041,MH09041,Naresh,Maharashtra,Male,56,78000,664,5,238393.58,1,Silver,0,1,2,1,0,0,0,9,140,Mobile
9042,WB09042,Aarav,West Bengal,Male,32,191000,704,4,114776.01,1,Silver,0,0,1,1,0,1,2,8,130,Mobile
9043,MH09043,Umesh,Maharashtra,Male,36,70000,633,8,68565.66,1,Silver,0,0,1,1,0,0,0,10,150,Phone
9044,DL09044,Tina,Delhi,Female,48,73000,673,3,222457.08,0,Not Applicable,0,0,0,1,0,1,2,4,90,Email
9045,DL09045,Pallavi,Delhi,Female,60,192000,641,5,143038.22,1,Silver,0,0,1,1,0,0,0,4,90,Mobile
9046,TN09046,Zoya,Tamil Nadu,Female,59,156000,624,9,202001.79,1,Silver,1,0,2,1,0,0,0,8,130,Phone
9047,KA09047,Pooja,Karnataka,Female,76,125000,574,1,35048.21,1,Platinum,1,0,2,0,1,1,15,2,10,Phone
9048,MH09048,Ravi,Maharashtra,Male,67,125000,544,7,0,1,Silver,0,0,1,0,1,0,0,2,70,Branch
9049,MH09049,Tanmay,Maharashtra,Male,30,55000,604,10,193352.64,1,Platinum,0,1,2,1,0,0,0,6,110,Mobile
9050,KA09050,Ritik,Karnataka,Male,56,62000,672,6,37172.44,0,Not Applicable,0,1,1,1,0,0,0,4,90,Email
9051,TN09051,Geeta,Tamil Nadu,Female,35,198000,645,1,184574.74,0,Not Applicable,0,1,1,1,0,0,0,4,90,Phone
9052,MH09052,Khushi,Maharashtra,Female,30,103000,760,2,0,1,Silver,0,1,2,1,0,0,0,5,100,Email
9053,TN09053,Vivaan,Tamil Nadu,Male,65,178000,510,6,0,1,Platinum,0,0,1,0,1,1,30,2,0,Branch
9054,DL09054,Rashmi,Delhi,Female,58,120000,715,2,24271.8,1,Gold,0,0,1,1,0,1,2,6,110,Phone
9055,KA09055,Mahesh,Karnataka,Male,55,164000,665,9,236857.5,1,Gold,1,1,3,1,0,0,0,4,90,Phone
9056,TN09056,Raj,Tamil Nadu,Male,52,31000,645,2,175175.66,1,Gold,0,0,1,1,0,0,0,8,130,Email
9057,KA09057,Saanvi,Karnataka,Female,44,42000,646,5,121023.72,1,Silver,0,0,1,1,0,0,0,5,100,Mobile
9058,TN09058,Seema,Tamil Nadu,Female,42,184000,698,4,204335.62,1,Silver,1,1,3,1,0,0,0,9,140,Email
9059,WB09059,Divya,West Bengal,Female,59,41000,776,4,173429.67,1,Gold,0,1,2,1,0,0,0,7,120,Mobile
9060,TN09060,Suman,Tamil Nadu,Female,52,165000,699,2,67153.6,1,Silver,0,1,2,1,0,0,0,7,120,Mobile
9061,KA09061,Nandini,Karnataka,Female,39,174000,719,9,204573.43,1,Silver,1,1,3,1,0,0,0,4,90,Email
9062,DL09062,Suraj,Delhi,Male,32,45000,669,2,11223.31,1,Silver,1,0,2,1,0,0,0,6,110,Email
9063,MH09063,Vivaan,Maharashtra,Male,41,153000,741,4,119724.42,0,Not Applicable,0,1,1,1,0,0,0,8,130,Email
9064,WB09064,Mohan,West Bengal,Male,48,153000,704,5,137826.54,1,Silver,1,1,3,1,0,0,0,6,110,Phone
9065,TN09065,Divya,Tamil Nadu,Female,49,200000,700,2,228657.39,1,Silver,0,1,2,1,0,1,20,4,0,Phone
9066,KA09066,Varsha,Karnataka,Female,42,127000,698,6,33961.24,1,Silver,0,0,1,1,0,0,0,9,140,Email
9067,KA09067,Ishaan,Karnataka,Male,43,51000,685,9,34982.28,1,Silver,0,1,2,1,0,0,0,8,130,Mobile
9068,KA09068,Bharat,Karnataka,Male,60,43000,646,3,52341.34,0,Not Applicable,0,0,0,1,0,0,0,10,150,Email
9069,KA09069,Kavita,Karnataka,Female,31,156000,679,5,128326.24,0,Not Applicable,0,1,1,1,0,1,9,5,32,Mobile
9070,KA09070,Tanisha,Karnataka,Female,42,167000,673,9,112425.77,1,Gold,0,1,2,1,0,0,0,7,120,Branch
9071,KA09071,Ankita,Karnataka,Female,62,118000,587,2,35164.59,1,Gold,1,0,2,0,1,0,0,8,210,Branch
9072,WB09072,Sunita,West Bengal,Female,61,98000,527,2,7088.68,1,Platinum,0,1,2,0,1,1,15,4,50,Email
9073,KA09073,Mohan,Karnataka,Male,53,175000,600,5,22376.3,0,Not Applicable,0,0,0,0,1,1,8,4,0,Mobile
9074,WB09074,Seema,West Bengal,Female,56,157000,712,2,132647.93,1,Gold,1,0,2,1,0,1,17,4,6,Phone
9075,DL09075,Rajesh,Delhi,Male,35,120000,702,9,153208.21,1,Gold,0,0,1,1,0,1,24,7,22,Email
9076,MH09076,Aarohi,Maharashtra,Female,40,153000,751,5,190628.32,1,Platinum,0,0,1,1,0,0,0,9,140,Phone
9077,DL09077,Sunita,Delhi,Female,74,19000,487,2,19939.66,1,Gold,0,0,1,1,1,1,14,6,32,Email
9078,DL09078,Jhanvi,Delhi,Female,25,39000,600,1,229793.42,1,Silver,0,1,2,1,0,0,0,6,110,Mobile
9079,KA09079,Vikas,Karnataka,Male,40,73000,600,6,51566.67,0,Not Applicable,1,0,1,1,0,1,1,6,110,Email
9080,TN09080,Ritika,Tamil Nadu,Female,45,73000,677,4,191473.18,1,Gold,0,0,1,1,0,0,0,5,100,Phone
9081,TN09081,Swati,Tamil Nadu,Female,51,147000,731,1,215789.32,1,Platinum,0,0,1,1,0,1,12,5,26,Phone
9082,KA09082,Rahul,Karnataka,Male,58,160000,749,6,126995.95,1,Silver,0,0,1,1,0,0,0,6,110,Mobile
9083,WB09083,Diya,West Bengal,Female,56,186000,683,2,132815.29,1,Silver,1,0,2,1,0,0,0,10,150,Email
9084,KA09084,Esha,Karnataka,Female,78,21000,545,1,45969.03,1,Silver,0,0,1,0,1,0,0,2,70,Email
9085,MH09085,Sonia,Maharashtra,Female,52,168000,691,1,215743.22,1,Gold,0,1,2,1,0,0,0,4,90,Phone
9086,MH09086,Naresh,Maharashtra,Male,44,86000,710,4,99495.95,1,Gold,0,0,1,1,0,0,0,6,110,Mobile
9087,KA09087,Harsh,Karnataka,Male,37,110000,678,9,162199.92,1,Silver,1,1,3,1,0,0,0,10,150,Phone
9088,MH09088,Ritika,Maharashtra,Female,74,139000,525,3,0,1,Silver,0,0,1,0,1,1,16,1,0,Branch
9089,TN09089,Gopal,Tamil Nadu,Male,49,178000,733,2,129156.37,1,Silver,0,0,1,1,0,0,0,9,140,Mobile
9090,DL09090,Ramesh,Delhi,Male,43,140000,630,5,107115.69,1,Silver,1,0,2,1,0,0,0,4,90,Mobile
9091,WB09091,Vijay,West Bengal,Male,61,65000,549,5,0,1,Platinum,0,0,1,0,1,0,0,1,60,Phone
9092,KA09092,Manish,Karnataka,Male,35,114000,768,3,0,1,Gold,1,1,3,1,0,1,25,8,30,Email
9093,MH09093,Meenal,Maharashtra,Female,54,151000,762,4,140417.25,1,Platinum,0,0,1,1,0,0,0,5,100,Mobile
9094,KA09094,Sai,Karnataka,Male,33,89000,722,3,204348.39,1,Gold,0,0,1,1,0,0,0,6,110,Branch
9095,DL09095,Gopal,Delhi,Male,58,43000,600,3,0,0,Not Applicable,0,0,0,1,0,0,0,6,110,Phone
9096,TN09096,Swati,Tamil Nadu,Female,41,75000,600,2,165350.93,1,Gold,1,0,2,1,0,0,0,8,130,Email
9097,KA09097,Dinesh,Karnataka,Male,42,154000,670,2,115418.57,1,Gold,0,1,2,1,0,0,0,8,130,Email
9098,MH09098,Vihaan,Maharashtra,Male,25,110000,670,2,126457.68,1,Silver,0,1,2,1,0,0,0,4,90,Mobile
9099,KA09099,Ashok,Karnataka,Male,41,72000,709,5,152005.16,1,Silver,0,1,2,1,0,1,10,9,70,Email
9100,KA09100,Nikhil,Karnataka,Male,59,119000,693,2,124512.55,1,Platinum,0,0,1,1,0,1,24,6,12,Email
9101,KA09101,Sandeep,Karnataka,Male,38,77000,638,1,13758.59,1,Gold,0,1,2,1,0,0,0,10,150,Mobile
9102,TN09102,Vihaan,Tamil Nadu,Male,46,182000,655,2,72366.49,1,Platinum,0,0,1,1,0,0,0,4,90,Phone
9103,DL09103,Nitya,Delhi,Female,28,163000,699,4,26022.19,1,Silver,0,1,2,1,0,0,0,5,100,Mobile
9104,MH09104,Shruti,Maharashtra,Female,28,156000,652,4,99193.95,1,Gold,0,0,1,1,0,0,0,10,150,Email
9105,KA09105,Ankita,Karnataka,Female,48,34000,671,4,210283.61,1,Silver,1,0,2,1,0,0,0,8,130,Mobile
9106,TN09106,Mohan,Tamil Nadu,Male,40,179000,784,7,206072.14,1,Silver,0,1,2,1,0,0,0,9,140,Phone
9107,TN09107,Gopal,Tamil Nadu,Male,59,62000,600,3,0,1,Gold,0,0,1,1,0,0,0,5,100,Branch
9108,MH09108,Diya,Maharashtra,Female,26,47000,680,4,47686.68,1,Gold,0,1,2,1,0,0,0,10,150,Mobile
9109,MH09109,Ankita,Maharashtra,Female,56,35000,647,6,214048.28,0,Not Applicable,0,0,0,1,0,0,0,9,140,Mobile
9110,MH09110,Ankita,Maharashtra,Female,29,188000,711,2,26322.28,1,Gold,0,0,1,1,0,1,1,4,90,Mobile
9111,TN09111,Om,Tamil Nadu,Male,29,63000,781,4,123306.32,1,Silver,0,1,2,1,0,0,0,4,90,Phone
9112,KA09112,Geeta,Karnataka,Female,34,103000,676,4,50821.9,1,Silver,0,0,1,1,0,0,0,8,130,Mobile
9113,TN09113,Pankaj,Tamil Nadu,Male,45,85000,659,6,214728.64,0,Not Applicable,1,1,2,1,0,0,0,6,110,Mobile
9114,MH09114,Bharat,Maharashtra,Male,38,91000,694,4,44205.35,1,Gold,1,1,3,1,0,1,9,10,82,Email
9115,KA09115,Jhanvi,Karnataka,Female,57,156000,518,5,41552.44,0,Not Applicable,0,0,0,1,1,1,9,1,0,Email
9116,TN09116,Poonam,Tamil Nadu,Female,70,28000,531,2,28229.82,0,Not Applicable,0,0,0,0,1,1,28,3,0,Branch
9117,MH09117,Bharat,Maharashtra,Male,70,49000,592,2,26765.14,1,Platinum,0,0,1,0,1,0,0,9,140,Branch
9118,WB09118,Sanjay,West Bengal,Male,44,143000,688,9,189334.69,0,Not Applicable,0,0,0,1,0,0,0,10,150,Email
9119,DL09119,Zoya,Delhi,Female,60,113000,694,6,154390.26,0,Not Applicable,0,0,0,1,0,0,0,8,130,Email
9120,KA09120,Ishaan,Karnataka,Male,26,107000,697,8,43057.08,1,Gold,0,1,2,1,0,0,0,6,110,Mobile
9121,WB09121,Amit,West Bengal,Male,43,162000,811,2,68943.05,1,Gold,1,1,3,1,0,0,0,5,100,Mobile
9122,TN09122,Ritik,Tamil Nadu,Male,60,132000,523,10,0,1,Platinum,0,0,1,0,1,1,30,2,0,Phone
9123,MH09123,Ramesh,Maharashtra,Male,59,43000,719,4,222632.84,0,Not Applicable,0,1,1,1,0,1,18,4,4,Mobile
9124,MH09124,Rohan,Maharashtra,Male,43,34000,795,8,147868.4,1,Silver,0,0,1,1,0,0,0,8,130,Mobile
9125,KA09125,Tarun,Karnataka,Male,45,182000,720,6,186569.08,0,Not Applicable,0,0,0,1,0,0,0,8,130,Email
9126,MH09126,Sumit,Maharashtra,Male,53,59000,755,9,119560.65,0,Not Applicable,1,0,1,1,0,0,0,5,100,Mobile
9127,TN09127,Nandini,Tamil Nadu,Female,30,65000,768,7,153619.92,1,Gold,0,0,1,1,0,0,0,10,150,Phone
9128,KA09128,Naresh,Karnataka,Male,57,99000,702,5,206820.28,1,Platinum,0,1,2,1,0,0,0,5,100,Branch
9129,DL09129,Sheetal,Delhi,Female,78,160000,592,3,0,1,Silver,0,0,1,0,1,1,7,3,16,Email
9130,WB09130,Ritika,West Bengal,Female,44,98000,775,1,29592.03,1,Platinum,0,0,1,1,0,0,0,9,140,Email
